symbol,direction,confidence,raw_confidence,entry_date,entry_price,exit_date,exit_price,stop_loss,target,pnl_pct,exit_reason
NIFTY50,BUY,0.6765,0.8695,2026-03-11 00:00:00+05:30,23866.85,2026-03-12 00:00:00+05:30,23662.12,23662.12,24378.66,-0.858,stop_loss
NIFTY50,BUY,0.832,0.9793,2026-03-13 00:00:00+05:30,23151.1,2026-03-13 00:00:00+05:30,23151.1,22946.37,23662.91,0.0,end_of_period
BANKNIFTY,BUY,0.7271,0.9268,2025-07-23 00:00:00+05:30,57210.45,2025-07-25 00:00:00+05:30,56644.22,56644.22,58626.02,-0.99,stop_loss
BANKNIFTY,BUY,0.5751,0.7841,2025-07-28 00:00:00+05:30,56084.9,2025-08-04 00:00:00+05:30,55518.67,55518.67,57500.47,-1.01,stop_loss
BANKNIFTY,BUY,0.5186,0.6989,2025-08-06 00:00:00+05:30,55411.15,2025-08-13 00:00:00+05:30,55181.45,54844.92,56826.72,-0.415,max_hold
BANKNIFTY,BUY,0.6501,0.8642,2025-08-18 00:00:00+05:30,55734.9,2025-08-22 00:00:00+05:30,55168.67,55168.67,57150.47,-1.016,stop_loss
BANKNIFTY,BUY,0.768,0.9532,2025-08-26 00:00:00+05:30,54450.45,2025-08-28 00:00:00+05:30,53884.22,53884.22,55866.02,-1.04,stop_loss
BANKNIFTY,BUY,0.5332,0.6544,2025-08-29 00:00:00+05:30,53655.65,2025-09-05 00:00:00+05:30,54114.55,53089.42,55071.22,0.855,max_hold
BANKNIFTY,BUY,0.7388,0.9408,2025-09-08 00:00:00+05:30,54186.9,2025-09-10 00:00:00+05:30,54536.0,53620.67,55602.47,0.644,end_of_period
BANKNIFTY,SELL,0.772,0.9578,2025-10-24 00:00:00+05:30,57699.6,2025-10-27 00:00:00+05:30,58194.38,58194.38,56462.65,-0.858,stop_loss
BANKNIFTY,SELL,0.7112,0.9238,2025-10-28 00:00:00+05:30,58214.1,2025-11-04 00:00:00+05:30,57827.05,58708.88,56977.15,0.665,max_hold
BANKNIFTY,BUY,0.5461,0.7203,2025-11-06 00:00:00+05:30,57554.25,2025-11-13 00:00:00+05:30,58381.95,57059.47,58791.2,1.438,max_hold
BANKNIFTY,SELL,0.5612,0.7162,2025-11-14 00:00:00+05:30,58517.55,2025-11-18 00:00:00+05:30,59012.33,59012.33,57280.6,-0.846,stop_loss
BANKNIFTY,SELL,0.6084,0.8058,2025-11-19 00:00:00+05:30,59216.05,2025-11-26 00:00:00+05:30,59528.05,59710.83,57979.1,-0.527,max_hold
BANKNIFTY,SELL,0.5939,0.7946,2025-11-27 00:00:00+05:30,59737.3,2025-12-04 00:00:00+05:30,59288.7,60232.08,58500.35,0.751,max_hold
BANKNIFTY,SELL,0.5899,0.8046,2025-12-05 00:00:00+05:30,59777.2,2025-12-11 00:00:00+05:30,59209.85,60271.98,58540.24,0.949,end_of_period
BANKNIFTY,SELL,0.6439,0.8644,2026-01-27 00:00:00+05:30,59205.45,2026-01-29 00:00:00+05:30,59749.96,59749.96,57844.17,-0.92,stop_loss
BANKNIFTY,BUY,0.5842,0.7916,2026-02-04 00:00:00+05:30,60238.15,2026-02-06 00:00:00+05:30,59693.64,59693.64,61599.43,-0.904,stop_loss
BANKNIFTY,SELL,0.5225,0.7011,2026-02-13 00:00:00+05:30,60186.65,2026-02-16 00:00:00+05:30,60731.16,60731.16,58825.37,-0.905,stop_loss
BANKNIFTY,SELL,0.5002,0.6652,2026-02-17 00:00:00+05:30,61174.0,2026-02-24 00:00:00+05:30,61047.3,61718.51,59812.72,0.207,max_hold
BANKNIFTY,BUY,0.5403,0.7147,2026-02-26 00:00:00+05:30,61187.7,2026-02-27 00:00:00+05:30,60643.19,60643.19,62548.98,-0.89,stop_loss
BANKNIFTY,BUY,0.559,0.7545,2026-03-02 00:00:00+05:30,59839.65,2026-03-04 00:00:00+05:30,59295.14,59295.14,61200.93,-0.91,stop_loss
BANKNIFTY,BUY,0.5426,0.7103,2026-03-09 00:00:00+05:30,56019.8,2026-03-12 00:00:00+05:30,55475.29,55475.29,57381.08,-0.972,stop_loss
